"date","hour","°­¼ö·®"
2017-01-11,4,0
2017-01-11,5,0
2017-01-11,6,0
2017-01-11,7,0
2017-01-11,8,0
2017-01-11,9,0
2017-01-11,10,0
2017-01-11,11,0
2017-01-11,12,0
2017-01-11,13,0
2017-01-11,14,0
2017-01-11,15,0
2017-01-11,16,0
2017-01-11,17,0
2017-01-11,18,0
2017-01-11,19,0
2017-01-11,20,0
2017-01-11,21,0
2017-01-11,22,0
2017-01-11,23,0
2017-01-12,0,0
2017-01-12,1,0
2017-01-12,2,0
2017-01-12,3,0
2017-01-12,4,0
2017-01-12,5,0
2017-01-12,6,0
2017-01-12,7,0
2017-01-12,8,0
2017-01-12,9,0
2017-01-12,10,0
2017-01-12,11,0
2017-01-12,12,0
2017-01-12,13,0
2017-01-12,14,0
2017-01-12,15,0
2017-01-12,16,0
2017-01-12,17,0
2017-01-12,18,0
2017-01-12,19,0
2017-01-12,20,0
2017-01-12,21,0
2017-01-12,22,0
2017-01-12,23,0
2017-01-13,0,0
2017-01-13,1,0
2017-01-13,2,0
2017-01-13,3,0
2017-01-13,4,0
2017-01-13,5,0
2017-01-13,6,0
2017-01-13,7,0
2017-01-13,8,0
2017-01-13,9,0
2017-01-13,10,0.2
2017-01-13,11,0.4
2017-01-13,12,0.6
2017-01-13,13,0.595121951219512
2017-01-13,14,0.590243902439024
2017-01-13,15,0.585365853658537
2017-01-13,16,0.580487804878049
2017-01-13,17,0.575609756097561
2017-01-13,18,0.570731707317073
2017-01-13,19,0.565853658536585
2017-01-13,20,0.560975609756098
2017-01-13,21,0.55609756097561
2017-01-13,22,0.551219512195122
2017-01-13,23,0.546341463414634
2017-01-14,0,0.541463414634146
2017-01-14,1,0.536585365853659
2017-01-14,2,0.531707317073171
2017-01-14,3,0.526829268292683
2017-01-14,4,0.521951219512195
2017-01-14,5,0.517073170731707
2017-01-14,6,0.51219512195122
2017-01-14,7,0.507317073170732
2017-01-14,8,0.502439024390244
2017-01-14,9,0.497560975609756
2017-01-14,10,0.492682926829268
2017-01-14,11,0.48780487804878
2017-01-14,12,0.482926829268293
2017-01-14,13,0.478048780487805
2017-01-14,14,0.473170731707317
2017-01-14,15,0.468292682926829
2017-01-14,16,0.463414634146341
2017-01-14,17,0.458536585365854
2017-01-14,18,0.453658536585366
2017-01-14,19,0.448780487804878
2017-01-14,20,0.44390243902439
2017-01-14,21,0.439024390243902
2017-01-14,22,0.434146341463415
2017-01-14,23,0.429268292682927
2017-01-15,0,0.424390243902439
2017-01-15,1,0.419512195121951
2017-01-15,2,0.414634146341463
2017-01-15,3,0.409756097560976
2017-01-15,4,0.404878048780488
2017-01-15,5,0.4
2017-01-15,6,0.395121951219512
2017-01-15,7,0.390243902439024
2017-01-15,8,0.385365853658537
2017-01-15,9,0.380487804878049
2017-01-15,10,0.375609756097561
2017-01-15,11,0.370731707317073
2017-01-15,12,0.365853658536585
2017-01-15,13,0.360975609756098
2017-01-15,14,0.35609756097561
2017-01-15,15,0.351219512195122
2017-01-15,16,0.346341463414634
2017-01-15,17,0.341463414634146
2017-01-15,18,0.336585365853659
2017-01-15,19,0.331707317073171
2017-01-15,20,0.326829268292683
2017-01-15,21,0.321951219512195
2017-01-15,22,0.317073170731707
2017-01-15,23,0.31219512195122
2017-01-16,0,0.307317073170732
2017-01-16,1,0.302439024390244
2017-01-16,2,0.297560975609756
2017-01-16,3,0.292682926829268
2017-01-16,4,0.28780487804878
2017-01-16,5,0.282926829268293
2017-01-16,6,0.278048780487805
2017-01-16,7,0.273170731707317
2017-01-16,8,0.268292682926829
2017-01-16,9,0.263414634146341
2017-01-16,10,0.258536585365854
2017-01-16,11,0.253658536585366
2017-01-16,12,0.248780487804878
2017-01-16,13,0.24390243902439
2017-01-16,14,0.239024390243902
2017-01-16,15,0.234146341463415
2017-01-16,16,0.229268292682927
2017-01-16,17,0.224390243902439
2017-01-16,18,0.219512195121951
2017-01-16,19,0.214634146341463
2017-01-16,20,0.209756097560976
2017-01-16,21,0.204878048780488
2017-01-16,22,0.2
2017-01-16,23,0.195121951219512
2017-01-17,0,0.190243902439024
2017-01-17,1,0.185365853658537
2017-01-17,2,0.180487804878049
2017-01-17,3,0.175609756097561
2017-01-17,4,0.170731707317073
2017-01-17,5,0.165853658536585
2017-01-17,6,0.160975609756098
2017-01-17,7,0.15609756097561
2017-01-17,8,0.151219512195122
2017-01-17,9,0.146341463414634
2017-01-17,10,0.141463414634146
2017-01-17,11,0.136585365853659
2017-01-17,12,0.131707317073171
2017-01-17,13,0.126829268292683
2017-01-17,14,0.121951219512195
2017-01-17,15,0.117073170731707
2017-01-17,16,0.11219512195122
2017-01-17,17,0.107317073170732
2017-01-17,18,0.102439024390244
2017-01-17,19,0.0975609756097561
2017-01-17,20,0.0926829268292683
2017-01-17,21,0.0878048780487805
2017-01-17,22,0.0829268292682926
2017-01-17,23,0.0780487804878049
2017-01-18,0,0.073170731707317
2017-01-18,1,0.0682926829268292
2017-01-18,2,0.0634146341463415
2017-01-18,3,0.0585365853658536
2017-01-18,4,0.0536585365853659
2017-01-18,5,0.0487804878048781
2017-01-18,6,0.0439024390243902
2017-01-18,7,0.0390243902439025
2017-01-18,8,0.0341463414634147
2017-01-18,9,0.0292682926829269
2017-01-18,10,0.024390243902439
2017-01-18,11,0.0195121951219512
2017-01-18,12,0.0146341463414634
2017-01-18,13,0.00975609756097562
2017-01-18,14,0.00487804878048781
2017-01-18,15,0
2017-01-18,16,0.00277777777777778
2017-01-18,17,0.00555555555555556
2017-01-18,18,0.00833333333333333
2017-01-18,19,0.0111111111111111
2017-01-18,20,0.0138888888888889
2017-01-18,21,0.0166666666666667
2017-01-18,22,0.0194444444444444
2017-01-18,23,0.0222222222222222
2017-01-19,0,0.025
2017-01-19,1,0.0277777777777778
2017-01-19,2,0.0305555555555556
2017-01-19,3,0.0333333333333333
2017-01-19,4,0.0361111111111111
2017-01-19,5,0.0388888888888889
2017-01-19,6,0.0416666666666667
2017-01-19,7,0.0444444444444444
2017-01-19,8,0.0472222222222222
2017-01-19,9,0.05
2017-01-19,10,0.0527777777777778
2017-01-19,11,0.0555555555555556
2017-01-19,12,0.0583333333333333
2017-01-19,13,0.0611111111111111
2017-01-19,14,0.0638888888888889
2017-01-19,15,0.0666666666666667
2017-01-19,16,0.0694444444444444
2017-01-19,17,0.0722222222222222
2017-01-19,18,0.075
2017-01-19,19,0.0777777777777778
2017-01-19,20,0.0805555555555556
2017-01-19,21,0.0833333333333333
2017-01-19,22,0.0861111111111111
2017-01-19,23,0.0888888888888889
2017-01-20,0,0.0916666666666667
2017-01-20,1,0.0944444444444444
2017-01-20,2,0.0972222222222222
2017-01-20,3,0.1
2017-01-20,4,1.16666666666667
2017-01-20,5,2.23333333333333
2017-01-20,6,3.3
2017-01-20,7,2.4
2017-01-20,8,1.5
2017-01-20,9,0.6
2017-01-20,10,0.575
2017-01-20,11,0.55
2017-01-20,12,0.525
2017-01-20,13,0.5
2017-01-20,14,0.475
2017-01-20,15,0.45
2017-01-20,16,0.425
2017-01-20,17,0.4
2017-01-20,18,0.375
2017-01-20,19,0.35
2017-01-20,20,0.325
2017-01-20,21,0.3
2017-01-20,22,0.275
2017-01-20,23,0.25
2017-01-21,0,0.225
2017-01-21,1,0.2
2017-01-21,2,0.175
2017-01-21,3,0.15
2017-01-21,4,0.125
2017-01-21,5,0.1
2017-01-21,6,0.075
2017-01-21,7,0.05
2017-01-21,8,0.025
2017-01-21,9,0
2017-01-21,10,0
2017-01-21,11,0
2017-01-21,12,0
2017-01-21,13,0.0333333333333333
2017-01-21,14,0.0666666666666667
2017-01-21,15,0.1
2017-01-21,16,0.5
2017-01-21,17,0.9
2017-01-21,18,1.3
2017-01-21,19,0.866666666666667
2017-01-21,20,0.433333333333333
2017-01-21,21,0
2017-01-21,22,0.233333333333333
2017-01-21,23,0.466666666666667
2017-01-22,0,0.7
2017-01-22,1,0.466666666666667
2017-01-22,2,0.233333333333333
2017-01-22,3,0
2017-01-22,4,0.00256410256410256
2017-01-22,5,0.00512820512820513
2017-01-22,6,0.00769230769230769
2017-01-22,7,0.0102564102564103
2017-01-22,8,0.0128205128205128
2017-01-22,9,0.0153846153846154
2017-01-22,10,0.0179487179487179
2017-01-22,11,0.0205128205128205
2017-01-22,12,0.0230769230769231
2017-01-22,13,0.0256410256410256
2017-01-22,14,0.0282051282051282
2017-01-22,15,0.0307692307692308
2017-01-22,16,0.0333333333333333
2017-01-22,17,0.0358974358974359
2017-01-22,18,0.0384615384615385
2017-01-22,19,0.041025641025641
2017-01-22,20,0.0435897435897436
2017-01-22,21,0.0461538461538462
2017-01-22,22,0.0487179487179487
2017-01-22,23,0.0512820512820513
2017-01-23,0,0.0538461538461538
2017-01-23,1,0.0564102564102564
2017-01-23,2,0.058974358974359
2017-01-23,3,0.0615384615384615
2017-01-23,4,0.0641025641025641
2017-01-23,5,0.0666666666666667
2017-01-23,6,0.0692307692307692
2017-01-23,7,0.0717948717948718
2017-01-23,8,0.0743589743589744
2017-01-23,9,0.0769230769230769
2017-01-23,10,0.0794871794871795
2017-01-23,11,0.0820512820512821
2017-01-23,12,0.0846153846153846
2017-01-23,13,0.0871794871794872
2017-01-23,14,0.0897435897435897
2017-01-23,15,0.0923076923076923
2017-01-23,16,0.0948717948717949
2017-01-23,17,0.0974358974358974
2017-01-23,18,0.1
2017-01-23,19,0.102564102564103
2017-01-23,20,0.105128205128205
2017-01-23,21,0.107692307692308
2017-01-23,22,0.11025641025641
2017-01-23,23,0.112820512820513
2017-01-24,0,0.115384615384615
2017-01-24,1,0.117948717948718
2017-01-24,2,0.120512820512821
2017-01-24,3,0.123076923076923
2017-01-24,4,0.125641025641026
2017-01-24,5,0.128205128205128
2017-01-24,6,0.130769230769231
2017-01-24,7,0.133333333333333
2017-01-24,8,0.135897435897436
2017-01-24,9,0.138461538461538
2017-01-24,10,0.141025641025641
2017-01-24,11,0.143589743589744
2017-01-24,12,0.146153846153846
2017-01-24,13,0.148717948717949
2017-01-24,14,0.151282051282051
2017-01-24,15,0.153846153846154
2017-01-24,16,0.156410256410256
2017-01-24,17,0.158974358974359
2017-01-24,18,0.161538461538462
2017-01-24,19,0.164102564102564
2017-01-24,20,0.166666666666667
2017-01-24,21,0.169230769230769
2017-01-24,22,0.171794871794872
2017-01-24,23,0.174358974358974
2017-01-25,0,0.176923076923077
2017-01-25,1,0.179487179487179
2017-01-25,2,0.182051282051282
2017-01-25,3,0.184615384615385
2017-01-25,4,0.187179487179487
2017-01-25,5,0.18974358974359
2017-01-25,6,0.192307692307692
2017-01-25,7,0.194871794871795
2017-01-25,8,0.197435897435897
2017-01-25,9,0.2
2017-01-25,10,0.202564102564103
2017-01-25,11,0.205128205128205
2017-01-25,12,0.207692307692308
2017-01-25,13,0.21025641025641
2017-01-25,14,0.212820512820513
2017-01-25,15,0.215384615384615
2017-01-25,16,0.217948717948718
2017-01-25,17,0.220512820512821
2017-01-25,18,0.223076923076923
2017-01-25,19,0.225641025641026
2017-01-25,20,0.228205128205128
2017-01-25,21,0.230769230769231
2017-01-25,22,0.233333333333333
2017-01-25,23,0.235897435897436
2017-01-26,0,0.238461538461538
2017-01-26,1,0.241025641025641
2017-01-26,2,0.243589743589744
2017-01-26,3,0.246153846153846
2017-01-26,4,0.248717948717949
2017-01-26,5,0.251282051282051
2017-01-26,6,0.253846153846154
2017-01-26,7,0.256410256410256
2017-01-26,8,0.258974358974359
2017-01-26,9,0.261538461538462
2017-01-26,10,0.264102564102564
2017-01-26,11,0.266666666666667
2017-01-26,12,0.269230769230769
2017-01-26,13,0.271794871794872
2017-01-26,14,0.274358974358974
2017-01-26,15,0.276923076923077
2017-01-26,16,0.279487179487179
2017-01-26,17,0.282051282051282
2017-01-26,18,0.284615384615385
2017-01-26,19,0.287179487179487
2017-01-26,20,0.28974358974359
2017-01-26,21,0.292307692307692
2017-01-26,22,0.294871794871795
2017-01-26,23,0.297435897435897
2017-01-27,0,0.3
2017-01-27,1,1.2
2017-01-27,2,2.1
2017-01-27,3,3
2017-01-27,4,2.94117647058824
2017-01-27,5,2.88235294117647
2017-01-27,6,2.82352941176471
2017-01-27,7,2.76470588235294
2017-01-27,8,2.70588235294118
2017-01-27,9,2.64705882352941
2017-01-27,10,2.58823529411765
2017-01-27,11,2.52941176470588
2017-01-27,12,2.47058823529412
2017-01-27,13,2.41176470588235
2017-01-27,14,2.35294117647059
2017-01-27,15,2.29411764705882
2017-01-27,16,2.23529411764706
2017-01-27,17,2.17647058823529
2017-01-27,18,2.11764705882353
2017-01-27,19,2.05882352941176
2017-01-27,20,2
2017-01-27,21,1.94117647058824
2017-01-27,22,1.88235294117647
2017-01-27,23,1.82352941176471
2017-01-28,0,1.76470588235294
2017-01-28,1,1.70588235294118
2017-01-28,2,1.64705882352941
2017-01-28,3,1.58823529411765
2017-01-28,4,1.52941176470588
2017-01-28,5,1.47058823529412
2017-01-28,6,1.41176470588235
2017-01-28,7,1.35294117647059
2017-01-28,8,1.29411764705882
2017-01-28,9,1.23529411764706
2017-01-28,10,1.17647058823529
2017-01-28,11,1.11764705882353
2017-01-28,12,1.05882352941176
2017-01-28,13,1
2017-01-28,14,0.941176470588236
2017-01-28,15,0.882352941176471
2017-01-28,16,0.823529411764706
2017-01-28,17,0.764705882352941
2017-01-28,18,0.705882352941177
2017-01-28,19,0.647058823529412
2017-01-28,20,0.588235294117647
2017-01-28,21,0.529411764705882
2017-01-28,22,0.470588235294118
2017-01-28,23,0.411764705882353
2017-01-29,0,0.352941176470588
2017-01-29,1,0.294117647058823
2017-01-29,2,0.235294117647059
2017-01-29,3,0.176470588235294
2017-01-29,4,0.117647058823529
2017-01-29,5,0.0588235294117649
2017-01-29,6,0
2017-01-29,7,0.0333333333333333
2017-01-29,8,0.0666666666666667
2017-01-29,9,0.1
2017-01-29,10,0.133333333333333
2017-01-29,11,0.166666666666667
2017-01-29,12,0.2
2017-01-29,13,0.4
2017-01-29,14,0.6
2017-01-29,15,0.8
2017-01-29,16,1.13333333333333
2017-01-29,17,1.46666666666667
2017-01-29,18,1.8
2017-01-29,19,1.63333333333333
2017-01-29,20,1.46666666666667
2017-01-29,21,1.3
2017-01-29,22,1
2017-01-29,23,0.7
2017-01-30,0,0.4
2017-01-30,1,0.3
2017-01-30,2,0.2
2017-01-30,3,0.1
2017-01-30,4,0.0993333333333333
2017-01-30,5,0.0986666666666667
2017-01-30,6,0.098
2017-01-30,7,0.0973333333333333
2017-01-30,8,0.0966666666666667
2017-01-30,9,0.096
2017-01-30,10,0.0953333333333333
2017-01-30,11,0.0946666666666667
2017-01-30,12,0.094
2017-01-30,13,0.0933333333333333
2017-01-30,14,0.0926666666666667
2017-01-30,15,0.092
2017-01-30,16,0.0913333333333333
2017-01-30,17,0.0906666666666667
2017-01-30,18,0.09
2017-01-30,19,0.0893333333333333
2017-01-30,20,0.0886666666666667
2017-01-30,21,0.088
2017-01-30,22,0.0873333333333333
2017-01-30,23,0.0866666666666667
2017-01-31,0,0.086
2017-01-31,1,0.0853333333333333
2017-01-31,2,0.0846666666666667
2017-01-31,3,0.084
2017-01-31,4,0.0833333333333333
2017-01-31,5,0.0826666666666667
2017-01-31,6,0.082
2017-01-31,7,0.0813333333333333
2017-01-31,8,0.0806666666666667
2017-01-31,9,0.08
2017-01-31,10,0.0793333333333333
2017-01-31,11,0.0786666666666667
2017-01-31,12,0.078
2017-01-31,13,0.0773333333333333
2017-01-31,14,0.0766666666666667
2017-01-31,15,0.076
2017-01-31,16,0.0753333333333333
2017-01-31,17,0.0746666666666667
2017-01-31,18,0.074
2017-01-31,19,0.0733333333333333
2017-01-31,20,0.0726666666666667
2017-01-31,21,0.072
2017-01-31,22,0.0713333333333333
2017-01-31,23,0.0706666666666667
2017-02-01,0,0.07
2017-02-01,1,0.0693333333333333
2017-02-01,2,0.0686666666666667
2017-02-01,3,0.068
2017-02-01,4,0.0673333333333333
2017-02-01,5,0.0666666666666667
2017-02-01,6,0.066
2017-02-01,7,0.0653333333333333
2017-02-01,8,0.0646666666666667
2017-02-01,9,0.064
2017-02-01,10,0.0633333333333333
2017-02-01,11,0.0626666666666667
2017-02-01,12,0.062
2017-02-01,13,0.0613333333333333
2017-02-01,14,0.0606666666666667
2017-02-01,15,0.06
2017-02-01,16,0.0593333333333333
2017-02-01,17,0.0586666666666667
2017-02-01,18,0.058
2017-02-01,19,0.0573333333333333
2017-02-01,20,0.0566666666666667
2017-02-01,21,0.056
2017-02-01,22,0.0553333333333333
2017-02-01,23,0.0546666666666667
2017-02-02,0,0.054
2017-02-02,1,0.0533333333333333
2017-02-02,2,0.0526666666666667
2017-02-02,3,0.052
2017-02-02,4,0.0513333333333333
2017-02-02,5,0.0506666666666667
2017-02-02,6,0.05
2017-02-02,7,0.0493333333333333
2017-02-02,8,0.0486666666666667
2017-02-02,9,0.048
2017-02-02,10,0.0473333333333333
2017-02-02,11,0.0466666666666667
2017-02-02,12,0.046
2017-02-02,13,0.0453333333333333
2017-02-02,14,0.0446666666666667
2017-02-02,15,0.044
2017-02-02,16,0.0433333333333333
2017-02-02,17,0.0426666666666667
2017-02-02,18,0.042
2017-02-02,19,0.0413333333333333
2017-02-02,20,0.0406666666666667
2017-02-02,21,0.04
2017-02-02,22,0.0393333333333333
2017-02-02,23,0.0386666666666667
2017-02-03,0,0.038
2017-02-03,1,0.0373333333333333
2017-02-03,2,0.0366666666666667
2017-02-03,3,0.036
2017-02-03,4,0.0353333333333333
2017-02-03,5,0.0346666666666667
2017-02-03,6,0.034
2017-02-03,7,0.0333333333333333
2017-02-03,8,0.0326666666666667
2017-02-03,9,0.032
2017-02-03,10,0.0313333333333333
2017-02-03,11,0.0306666666666667
2017-02-03,12,0.03
2017-02-03,13,0.0293333333333333
2017-02-03,14,0.0286666666666667
2017-02-03,15,0.028
2017-02-03,16,0.0273333333333333
2017-02-03,17,0.0266666666666667
2017-02-03,18,0.026
2017-02-03,19,0.0253333333333333
2017-02-03,20,0.0246666666666667
2017-02-03,21,0.024
2017-02-03,22,0.0233333333333333
2017-02-03,23,0.0226666666666667
2017-02-04,0,0.022
2017-02-04,1,0.0213333333333333
2017-02-04,2,0.0206666666666667
2017-02-04,3,0.02
2017-02-04,4,0.0193333333333333
2017-02-04,5,0.0186666666666667
2017-02-04,6,0.018
2017-02-04,7,0.0173333333333333
2017-02-04,8,0.0166666666666667
2017-02-04,9,0.016
2017-02-04,10,0.0153333333333333
2017-02-04,11,0.0146666666666667
2017-02-04,12,0.014
2017-02-04,13,0.0133333333333333
2017-02-04,14,0.0126666666666667
2017-02-04,15,0.012
2017-02-04,16,0.0113333333333333
2017-02-04,17,0.0106666666666667
2017-02-04,18,0.01
2017-02-04,19,0.00933333333333333
2017-02-04,20,0.00866666666666667
2017-02-04,21,0.00799999999999999
2017-02-04,22,0.00733333333333333
2017-02-04,23,0.00666666666666667
2017-02-05,0,0.00600000000000001
2017-02-05,1,0.00533333333333333
2017-02-05,2,0.00466666666666667
2017-02-05,3,0.004
2017-02-05,4,0.00333333333333333
2017-02-05,5,0.00266666666666666
2017-02-05,6,0.002
2017-02-05,7,0.00133333333333333
2017-02-05,8,0.000666666666666677
2017-02-05,9,0
2017-02-05,10,0.133333333333333
2017-02-05,11,0.266666666666667
2017-02-05,12,0.4
2017-02-05,13,0.3
2017-02-05,14,0.2
2017-02-05,15,0.1
2017-02-05,16,0.0666666666666667
2017-02-05,17,0.0333333333333333
2017-02-05,18,0
2017-02-05,19,0
2017-02-05,20,0
2017-02-05,21,0
2017-02-05,22,0
2017-02-05,23,0
2017-02-06,0,0
2017-02-06,1,0
2017-02-06,2,0
2017-02-06,3,0
2017-02-06,4,0
2017-02-06,5,0
2017-02-06,6,0
2017-02-06,7,0
2017-02-06,8,0
2017-02-06,9,0
2017-02-06,10,0
2017-02-06,11,0
2017-02-06,12,0
2017-02-06,13,0
2017-02-06,14,0
2017-02-06,15,0
2017-02-06,16,0
2017-02-06,17,0
2017-02-06,18,0
2017-02-06,19,0
2017-02-06,20,0
2017-02-06,21,0
2017-02-06,22,0
2017-02-06,23,0
2017-02-07,0,0
2017-02-07,1,0
2017-02-07,2,0
2017-02-07,3,0
2017-02-07,4,0
2017-02-07,5,0
2017-02-07,6,0
2017-02-07,7,0
2017-02-07,8,0
2017-02-07,9,0
2017-02-07,10,0
2017-02-07,11,0
2017-02-07,12,0
2017-02-07,13,0
2017-02-07,14,0
2017-02-07,15,0
2017-02-07,16,0
2017-02-07,17,0
2017-02-07,18,0
2017-02-07,19,0
2017-02-07,20,0
2017-02-07,21,0
2017-02-07,22,0
2017-02-07,23,0
2017-02-08,0,0
2017-02-08,1,0
2017-02-08,2,0
2017-02-08,3,0
2017-02-08,4,0
2017-02-08,5,0
2017-02-08,6,0
2017-02-08,7,0
2017-02-08,8,0
2017-02-08,9,0
2017-02-08,10,0
2017-02-08,11,0
2017-02-08,12,0
2017-02-08,13,0
2017-02-08,14,0
2017-02-08,15,0
2017-02-08,16,0
2017-02-08,17,0
2017-02-08,18,0
2017-02-08,19,0
2017-02-08,20,0
2017-02-08,21,0
2017-02-08,22,0
2017-02-08,23,0
2017-02-09,0,0
2017-02-09,1,0
2017-02-09,2,0
2017-02-09,3,0
2017-02-09,4,0
2017-02-09,5,0
2017-02-09,6,0
2017-02-09,7,0
2017-02-09,8,0
2017-02-09,9,0
2017-02-09,10,0
2017-02-09,11,0
2017-02-09,12,0
2017-02-09,13,0
2017-02-09,14,0
2017-02-09,15,0
2017-02-09,16,0
2017-02-09,17,0
2017-02-09,18,0
2017-02-09,19,0
2017-02-09,20,0
2017-02-09,21,0
2017-02-09,22,0
2017-02-09,23,0
2017-02-10,0,0
2017-02-10,1,0
2017-02-10,2,0
2017-02-10,3,0
2017-02-10,4,0
2017-02-10,5,0
2017-02-10,6,0
2017-02-10,7,0
2017-02-10,8,0
2017-02-10,9,0
2017-02-10,10,0
2017-02-10,11,0
2017-02-10,12,0
2017-02-10,13,0
2017-02-10,14,0
2017-02-10,15,0
2017-02-10,16,0
2017-02-10,17,0
2017-02-10,18,0
2017-02-10,19,0
2017-02-10,20,0
2017-02-10,21,0
2017-02-10,22,0
2017-02-10,23,0
2017-02-11,0,0
2017-02-11,1,0
2017-02-11,2,0
